Municipio,Departamento,Participacion,Votos_Totales,Votos_Vacios,Votos_Nulos,Porcentaje_Si,Porcentaje_No,Votos_Si,Votos_No,Capital,Preferencia,IRV,cod_depto,cod_mpio
Boavita,Boyaca,0.3614,1866,26,40,0.4433,0.5566,798,1002,0,No,0.00,15,097
Boyaca,Boyaca,0.2554,1073,16,24,0.5818,0.4181,601,432,0,Si,0.03,15,104
Briceño,Boyaca,0.3679,772,12,7,0.6254,0.3745,471,282,0,Si,0.03,15,106
Buenavista,Boyaca,0.3192,1460,25,29,0.4381,0.5618,616,790,0,No,0.04,15,109
Busbanza,Boyaca,0.4659,370,6,7,0.4873,0.5126,174,183,0,No,0.00,15,114
Caldas,Boyaca,0.3474,1139,11,24,0.5896,0.4103,651,453,0,Si,0.03,15,131
Campohermoso,Boyaca,0.3895,977,15,23,0.5399,0.46,507,432,0,Si,0.06,15,135
Cerinza,Boyaca,0.4675,1628,18,54,0.6176,0.3823,961,595,0,Si,0.00,15,162
Chinavita,Boyaca,0.3008,942,7,17,0.4586,0.5413,421,497,0,No,0.02,15,172
Chiquinquira,Boyaca,0.4186,17119,87,303,0.4847,0.5152,8110,8619,0,No,0.06,15,176
Chiquiza,Boyaca,0.2106,912,18,27,0.6193,0.3806,537,330,0,Si,0.04,15,232
Chiscas,Boyaca,0.3992,1405,35,40,0.5052,0.4947,672,658,0,Si,0.04,15,180
Chita,Boyaca,0.3662,2319,89,75,0.3995,0.6004,861,1294,0,No,0.11,15,183
Chitaraque,Boyaca,0.3037,1654,29,19,0.4009,0.599,644,962,0,No,0.04,15,185
Chivata,Boyaca,0.3658,930,7,7,0.5207,0.4792,477,439,0,Si,0.04,15,187
Chivor,Boyaca,0.3708,656,10,8,0.4075,0.5924,260,378,0,No,0.12,15,236
Cienega,Boyaca,0.3184,1233,19,16,0.4532,0.5467,543,655,0,No,0.01,15,189
Combita,Boyaca,0.4255,3653,34,86,0.589,0.4109,2081,1452,0,Si,0.00,15,204
Coper,Boyaca,0.4063,1332,13,19,0.5992,0.4007,779,521,0,Si,0.02,15,212
Corrales,Boyaca,0.4286,955,14,22,0.4439,0.556,408,511,0,No,0.02,15,215
Covarachia,Boyaca,0.3447,1080,44,16,0.3862,0.6137,394,626,0,No,0.05,15,218
Cubara,Boyaca,0.2678,1469,23,68,0.5667,0.4332,781,597,0,Si,0.25,15,223
Cucaita,Boyaca,0.3967,1264,8,30,0.557,0.4429,683,543,0,Si,0.03,15,224
Cuitiva,Boyaca,0.3527,653,2,19,0.4256,0.5743,269,363,0,No,0.00,15,226
Duitama,Boyaca,0.4944,41211,119,770,0.4844,0.5155,19535,20787,0,No,0.07,15,238
El Cocuy,Boyaca,0.3449,1282,30,48,0.3106,0.6893,374,830,0,No,0.03,15,244
El Espino,Boyaca,0.4332,997,11,20,0.3509,0.649,339,627,0,No,0.01,15,248
Firavitoba,Boyaca,0.3748,2129,17,37,0.6346,0.3653,1317,758,0,Si,0.00,15,272
Floresta,Boyaca,0.4398,1354,8,20,0.3974,0.6025,527,799,0,No,0.00,15,276
Gachantiva,Boyaca,0.4443,1342,19,24,0.478,0.5219,621,678,0,No,0.01,15,293
Gameza,Boyaca,0.3676,1491,22,23,0.4294,0.5705,621,825,0,No,0.01,15,296
Garagoa,Boyaca,0.4368,5174,36,119,0.5048,0.4951,2534,2485,0,Si,0.03,15,299
Guacamayas,Boyaca,0.381,631,11,19,0.2029,0.797,122,479,0,No,0.00,15,317
Guateque,Boyaca,0.382,3421,24,80,0.5179,0.482,1718,1599,0,Si,0.02,15,322
Guayata,Boyaca,0.3975,1530,14,22,0.5763,0.4236,861,633,0,Si,0.00,15,325
Guican,Boyaca,0.3969,1204,14,42,0.4843,0.5156,556,592,0,No,0.06,15,332
Iza,Boyaca,0.3853,857,12,13,0.4411,0.5588,367,465,0,No,0.01,15,362
Jenesano,Boyaca,0.3061,1673,25,33,0.6383,0.3616,1031,584,0,Si,0.01,15,367
Jerico,Boyaca,0.3026,974,22,23,0.3864,0.6135,359,570,0,No,0.05,15,368
La Capilla,Boyaca,0.4161,1072,26,28,0.5157,0.4842,525,493,0,Si,0.00,15,380
La Uvita,Boyaca,0.3677,933,16,19,0.3195,0.6804,287,611,0,No,0.02,15,403
La Victoria,Boyaca,0.3787,573,11,9,0.754,0.2459,417,136,0,Si,0.03,15,401
Labranzagrande,Boyaca,0.3684,1003,13,17,0.4563,0.5436,444,529,0,No,0.24,15,377
Macanal,Boyaca,0.3427,1235,19,24,0.3892,0.6107,464,728,0,No,0.03,15,425
Maripi,Boyaca,0.2983,1871,16,25,0.7491,0.2508,1371,459,0,Si,0.07,15,442
Miraflores,Boyaca,0.4873,3688,44,81,0.6539,0.346,2330,1233,0,Si,0.07,15,455
Mongua,Boyaca,0.4211,1686,6,25,0.2398,0.7601,397,1258,0,No,0.05,15,464
Mongui,Boyaca,0.3936,1434,5,29,0.3785,0.6214,530,870,0,No,0.01,15,466
Moniquira,Boyaca,0.3719,6492,57,162,0.5192,0.4807,3257,3016,0,Si,0.07,15,469
Motavita,Boyaca,0.3738,1846,14,41,0.5332,0.4667,955,836,0,Si,0.02,15,476
Muzo,Boyaca,0.3363,2420,37,55,0.3685,0.6314,858,1470,0,No,0.08,15,480
Nobsa,Boyaca,0.4972,5741,11,86,0.5023,0.4976,2835,2809,0,Si,0.02,15,491
Nuevo Colon,Boyaca,0.3893,1794,17,46,0.6395,0.3604,1107,624,0,Si,0.02,15,494
Oicata,Boyaca,0.4744,1135,8,30,0.5515,0.4484,605,492,0,Si,0.03,15,500
Otanche,Boyaca,0.3698,2369,23,28,0.4404,0.5595,1021,1297,0,No,0.13,15,507
Pachavita,Boyaca,0.3893,779,20,15,0.4973,0.5026,370,374,0,No,0.01,15,511
Paez,Boyaca,0.5252,1228,14,43,0.4765,0.5234,558,613,0,No,0.07,15,514
Paipa,Boyaca,0.4609,11312,59,200,0.5597,0.4402,6187,4866,0,Si,0.03,15,516
Pajarito,Boyaca,0.3794,650,8,9,0.3696,0.6303,234,399,0,No,0.34,15,518
Panqueba,Boyaca,0.4043,649,14,15,0.4596,0.5403,285,335,0,No,0.00,15,522
Pauna,Boyaca,0.3577,2401,37,41,0.6547,0.3452,1521,802,0,Si,0.08,15,531
Paya,Boyaca,0.5241,737,8,26,0.4551,0.5448,320,383,0,No,0.23,15,533
Paz De Rio,Boyaca,0.3981,1741,18,38,0.664,0.3359,1119,566,0,Si,0.01,15,537
Pesca,Boyaca,0.2834,1819,15,33,0.4009,0.599,710,1061,0,No,0.04,15,542
Pisba,Boyaca,0.4534,463,9,3,0.4323,0.5676,195,256,0,No,0.48,15,550
Puerto Boyaca,Boyaca,0.4072,14347,127,339,0.3076,0.6923,4270,9611,0,No,0.20,15,572
Quipama,Boyaca,0.3587,1768,33,32,0.374,0.6259,637,1066,0,No,0.06,15,580
Ramiriqui,Boyaca,0.3242,2789,22,34,0.5364,0.4635,1466,1267,0,Si,0.02,15,599
Raquira,Boyaca,0.3785,1730,20,44,0.4891,0.5108,815,851,0,No,0.03,15,600
Rondon,Boyaca,0.4069,929,17,17,0.524,0.4759,469,426,0,Si,0.00,15,621
Saboya,Boyaca,0.3834,3664,56,112,0.6424,0.3575,2246,1250,0,Si,0.03,15,632
Sachica,Boyaca,0.4066,1350,11,13,0.5294,0.4705,702,624,0,Si,0.05,15,638
Samaca,Boyaca,0.3617,4849,36,130,0.5003,0.4996,2343,2340,0,Si,0.05,15,646
San Eduardo,Boyaca,0.4859,711,10,22,0.6391,0.3608,434,245,0,Si,0.07,15,660
San Jose De Pare,Boyaca,0.3471,1838,28,20,0.5284,0.4715,946,844,0,Si,0.04,15,664
San Luis De Gaceno,Boyaca,0.3963,1779,18,22,0.3611,0.6388,628,1111,0,No,0.01,15,667
San Mateo,Boyaca,0.3154,1147,29,30,0.3382,0.6617,368,720,0,No,0.02,15,673
San Miguel De Sema,Boyaca,0.3989,1101,17,21,0.4825,0.5174,513,550,0,No,0.10,15,676
San Pablo de Borbur,Boyaca,0.3253,1890,31,29,0.3191,0.6808,584,1246,0,No,0.05,15,681
Santa Maria,Boyaca,0.3436,1137,18,30,0.3976,0.6023,433,656,0,No,0.00,15,690
Santa Rosa De Viterbo,Boyaca,0.4631,3726,28,72,0.4282,0.5717,1553,2073,0,No,0.03,15,693
Santa Sofia,Boyaca,0.3533,1084,16,21,0.6189,0.381,648,399,0,Si,0.05,15,696
Santana,Boyaca,0.3217,2198,24,34,0.5168,0.4831,1106,1034,0,Si,0.02,15,686
Sativanorte,Boyaca,0.3223,773,15,23,0.5074,0.4925,373,362,0,Si,0.00,15,720
Sativasur,Boyaca,0.3072,377,2,4,0.5309,0.469,197,174,0,Si,0.04,15,723
Siachoque,Boyaca,0.3692,2310,25,54,0.3487,0.6512,778,1453,0,No,0.01,15,740
Soata,Boyaca,0.4756,3543,37,56,0.4234,0.5765,1461,1989,0,No,0.04,15,753
Socha,Boyaca,0.3893,2395,33,64,0.4952,0.5047,1138,1160,0,No,0.11,15,757
Socota,Boyaca,0.3945,2104,39,60,0.3945,0.6054,791,1214,0,No,0.03,15,755
Sogamoso,Boyaca,0.4692,41974,148,700,0.4926,0.5073,20261,20865,0,No,0.00,15,759
Somondoco,Boyaca,0.322,895,8,14,0.6059,0.394,529,344,0,Si,0.04,15,761
Sora,Boyaca,0.5217,1319,152,22,0.5991,0.4009,686,459,0,Si,0.05,15,762
Soraca,Boyaca,0.4346,2273,20,24,0.3319,0.668,740,1489,0,No,0.02,15,764
Sotaquira,Boyaca,0.3824,2070,14,39,0.5151,0.4848,1039,978,0,Si,0.01,15,763
Susacon,Boyaca,0.4519,1166,19,36,0.6309,0.369,701,410,0,Si,0.01,15,774
Sutamarchan,Boyaca,0.4025,2119,18,38,0.5487,0.4512,1132,931,0,Si,0.00,15,776
Sutatenza,Boyaca,0.3579,1318,14,30,0.4803,0.5196,612,662,0,No,0.04,15,778
Tasco,Boyaca,0.3204,1598,7,37,0.5875,0.4124,913,641,0,Si,0.00,15,790
Tenza,Boyaca,0.4677,1663,17,26,0.6345,0.3654,1028,592,0,Si,0.00,15,798
Tibana,Boyaca,0.2868,2123,14,57,0.6393,0.3606,1312,740,0,Si,0.03,15,804
Tibasosa,Boyaca,0.4297,3615,13,75,0.5222,0.4777,1842,1685,0,Si,0.03,15,806
Tinjaca,Boyaca,0.4578,1162,5,20,0.5558,0.4441,632,505,0,Si,0.00,15,808
Tipacoque,Boyaca,0.3388,1136,30,29,0.5171,0.4828,557,520,0,Si,0.03,15,810
Toca,Boyaca,0.335,2344,29,40,0.4865,0.5134,1107,1168,0,No,0.04,15,814
Togui,Boyaca,0.2257,967,19,22,0.5572,0.4427,516,410,0,Si,0.02,15,816
Topaga,Boyaca,0.4685,1370,10,19,0.4116,0.5883,552,789,0,No,0.02,15,820
Tota,Boyaca,0.2297,943,10,25,0.3502,0.6497,318,590,0,No,0.05,15,822
Tunja,Boyaca,0.5064,59038,143,1003,0.5662,0.4337,32780,25112,1,Si,0.03,15,001
Tunungua,Boyaca,0.4984,655,4,9,0.718,0.2819,461,181,0,Si,0.00,15,832
Turmeque,Boyaca,0.3131,1786,16,41,0.6714,0.3285,1161,568,0,Si,0.02,15,835
Tuta,Boyaca,0.4314,3113,23,57,0.5064,0.4935,23,57,0,Si,0.02,15,837
Tutaza,Boyaca,0.5154,949,16,29,0.5442,0.4557,492,412,0,Si,0.02,15,839
Umbita,Boyaca,0.3922,2281,30,47,0.4446,0.5553,980,1224,0,No,0.07,15,842
Ventaquemada,Boyaca,0.3073,3354,18,81,0.4811,0.5188,1566,1689,0,No,0.03,15,861
Villa De Leiva,Boyaca,0.4795,4877,25,66,0.5179,0.482,2479,2307,0,Si,0.02,15,407
Viracacha,Boyaca,0.3219,822,11,16,0.4314,0.5685,343,452,0,No,0.06,15,879
Zetaquira,Boyaca,0.3639,1410,12,15,0.6579,0.342,910,473,0,Si,0.09,15,897
Aguadas,Caldas,0.3731,7035,134,174,0.2915,0.7084,1961,4766,0,No,0.14,17,013
Anserma,Caldas,0.4018,11209,153,270,0.3111,0.6888,3356,7430,0,No,0.18,17,042
Aranzazu,Caldas,0.3631,4191,86,123,0.395,0.6049,1573,2409,0,No,0.04,17,050
Belalcazar,Caldas,0.3844,3890,219,52,0.4183,0.5816,1514,2105,0,No,0.13,17,088
Chinchina,Caldas,0.3931,17205,162,315,0.3697,0.6302,6185,10543,0,No,0.08,17,174
Filadelfia,Caldas,0.3511,3281,71,62,0.4336,0.5663,1365,1783,0,No,0.09,17,272
La Dorada,Caldas,0.366,21133,122,545,0.3375,0.6624,6908,13558,0,No,0.12,17,380
La Merced,Caldas,0.3664,2067,43,50,0.4387,0.5612,866,1108,0,No,0.05,17,388
Manizales,Caldas,0.4776,154340,734,2505,0.4906,0.5093,74140,76961,1,No,0.07,17,001
Manzanares,Caldas,0.3292,5092,82,91,0.3604,0.6395,1773,3146,0,No,0.17,17,433
Marmato,Caldas,0.2501,1711,23,41,0.312,0.6879,514,1133,0,No,0.15,17,442
Marquetalia,Caldas,0.3558,4073,101,93,0.3743,0.6256,1452,2427,0,No,0.14,17,444
Marulanda,Caldas,0.3126,831,21,32,0.4974,0.5025,387,391,0,No,0.36,17,446
Neira,Caldas,0.3492,6743,101,168,0.3526,0.6473,2283,4191,0,No,0.08,17,486
Norcasia,Caldas,0.3703,2172,36,51,0.4345,0.5654,906,1179,0,No,0.25,17,495
Pacora,Caldas,0.3657,4413,62,76,0.3621,0.6378,1548,2727,0,No,0.09,17,513
Palestina,Caldas,0.3026,4465,34,51,0.4262,0.5737,1867,2513,0,No,0.10,17,524
Pensilvania,Caldas,0.3721,6228,198,191,0.3219,0.678,1880,3959,0,No,0.25,17,541
Riosucio,Caldas,0.4006,15076,205,399,0.4194,0.5805,6070,8402,0,No,0.18,17,614
Risaralda,Caldas,0.2847,3064,35,49,0.3218,0.6781,959,2021,0,No,0.09,17,616
Salamina,Caldas,0.3432,5376,173,86,0.4096,0.5903,2096,3021,0,No,0.14,17,653
Samana,Caldas,0.4133,6692,156,209,0.4447,0.5552,2814,3513,0,No,0.51,17,662
San Jose,Caldas,0.3031,1491,21,30,0.4326,0.5673,623,817,0,No,0.07,17,665
Supia,Caldas,0.3708,7883,141,349,0.3257,0.6742,2408,4985,0,No,0.12,17,777
Victoria,Caldas,0.3726,3079,44,51,0.4185,0.5814,1249,1735,0,No,0.15,17,867
Villamaria,Caldas,0.4674,17736,130,330,0.4323,0.5676,7470,9806,0,No,0.05,17,873
Viterbo,Caldas,0.4053,5204,38,56,0.2686,0.7313,1373,3737,0,No,0.11,17,877
Albania,Caqueta,0.3645,1430,121,22,0.3457,0.6542,445,842,0,No,0.41,18,029
Belen De Los Andaquies,Caqueta,0.3433,2600,36,59,0.3996,0.6003,1001,1504,0,No,0.47,18,094
Cartagena Del Chaira,Caqueta,0.262,4927,60,81,0.7375,0.2624,3530,1256,0,Si,0.76,18,150
Curillo,Caqueta,0.246,1871,35,55,0.4093,0.5906,729,1052,0,No,0.66,18,205
El Doncello,Caqueta,0.2718,4230,37,89,0.3881,0.6118,1593,2511,0,No,0.48,18,247
El Paujil,Caqueta,0.2261,2683,35,52,0.4456,0.5543,1157,1439,0,No,0.61,18,256
Florencia,Caqueta,0.3365,39004,187,421,0.3855,0.6144,14803,23593,1,No,0.37,18,001
La Montañita,Caqueta,0.2986,3136,21,23,0.7422,0.2577,2295,797,0,Si,0.89,18,410
Milan,Caqueta,0.1995,1369,9,20,0.5597,0.4402,750,590,0,Si,0.72,18,460
Morelia,Caqueta,0.3189,1143,9,16,0.3461,0.6538,387,731,0,No,0.40,18,479
Puerto Rico,Caqueta,0.2909,5470,78,104,0.4998,0.5001,2643,2645,0,No,0.70,18,592
San Jose Del Fragua,Caqueta,0.326,2894,24,55,0.3964,0.6035,1116,1699,0,No,0.69,18,610
San Vicente Del Caguan,Caqueta,0.3104,9786,87,111,0.6293,0.3706,6034,3554,0,Si,0.71,18,753
Solano,Caqueta,0.2584,2004,18,20,0.766,0.2339,1506,460,0,Si,0.63,18,756
Solita,Caqueta,0.2318,1332,18,26,0.3757,0.6242,484,804,0,No,0.54,18,785
Valparaiso,Caqueta,0.2603,1611,22,60,0.4735,0.5264,724,805,0,No,0.48,18,860
Aguazul,Casanare,0.5443,14484,96,599,0.299,0.7009,4123,9666,0,No,0.36,85,010
Chameza,Casanare,0.6241,968,9,26,0.7098,0.2901,663,271,0,Si,0.18,85,015
Hato Corozal,Casanare,0.4038,2825,40,61,0.2169,0.783,591,2133,0,No,0.27,85,125
La Salina,Casanare,0.601,458,5,11,0.8846,0.1153,391,51,0,Si,0.31,85,136
Mani,Casanare,0.4813,4850,40,86,0.3088,0.6911,1459,3265,0,No,0.17,85,139
Monterrey,Casanare,0.5189,5762,38,87,0.2907,0.7092,1639,3998,0,No,0.23,85,162
Nunchia,Casanare,0.4912,2959,41,67,0.203,0.7969,579,2272,0,No,0.23,85,225
Orocue,Casanare,0.404,3073,30,61,0.3963,0.6036,1182,1800,0,No,0.22,85,230
Paz De Ariporo,Casanare,0.4313,9932,100,210,0.2331,0.7668,2243,7379,0,No,0.22,85,250
Pore,Casanare,0.5241,3471,34,91,0.1978,0.8021,662,2684,0,No,0.20,85,263
Recetor,Casanare,0.5595,705,20,43,0.5249,0.475,337,305,0,Si,0.27,85,279
Sabanalarga,Casanare,0.5029,1387,13,30,0.5059,0.494,680,664,0,Si,0.13,85,300
Sacama,Casanare,0.4886,751,14,77,0.853,0.1469,563,97,0,Si,0.45,85,315
San Luis De Palenque,Casanare,0.4444,2616,28,52,0.216,0.7839,548,1988,0,No,0.12,85,325
Tamara,Casanare,0.4543,1965,45,42,0.2811,0.7188,528,1350,0,No,0.32,85,400
Tauramena,Casanare,0.5361,8445,60,139,0.2678,0.7321,2209,6037,0,No,0.23,85,410
Trinidad,Casanare,0.4158,3830,42,87,0.1985,0.8014,735,2966,0,No,0.17,85,430
Villanueva,Casanare,0.4243,8282,59,173,0.3012,0.6987,2425,5625,0,No,0.19,85,440
Yopal,Casanare,0.5084,52151,229,858,0.2851,0.7148,14561,36503,1,No,0.19,85,001
Almaguer,Cauca,0.2955,3698,85,169,0.8344,0.1655,2874,570,0,Si,0.24,19,022
Argelia,Cauca,0.384,6830,97,175,0.8854,0.1145,5807,751,0,Si,0.81,19,050
Balboa,Cauca,0.3434,5389,107,126,0.8582,0.1417,4425,731,0,Si,0.46,19,075
Bolivar,Cauca,0.2722,8455,163,286,0.6537,0.3462,5234,2772,0,Si,0.34,19,100
Buenos Aires,Cauca,0.4305,6698,143,188,0.7215,0.2784,4594,1773,0,Si,0.33,19,110
Cajibio,Cauca,0.3101,7230,168,138,0.7108,0.2891,4922,2002,0,Si,0.38,19,130
Caldono,Cauca,0.4335,8943,169,267,0.7984,0.2015,6792,1715,0,Si,0.49,19,137
Caloto,Cauca,0.4689,8294,70,166,0.729,0.2709,5875,2183,0,Si,0.65,19,142
Corinto,Cauca,0.4866,8489,113,187,0.6922,0.3077,5669,2520,0,Si,0.56,19,212
El Tambo,Cauca,0.3467,11938,368,359,0.5882,0.4117,6595,4616,0,Si,0.79,19,256
Florencia,Cauca,0.47,2151,37,64,0.7463,0.2536,1530,520,0,Si,0.34,19,290
Guachene,Cauca,0.4967,6090,65,202,0.7144,0.2855,4160,1663,0,Si,0,19,300
Guapi,Cauca,0.3217,6172,83,78,0.9309,0.069,5596,415,0,Si,0.55,19,318
Inza,Cauca,0.2794,4649,80,74,0.7381,0.2618,3318,1177,0,Si,0.27,19,355
Jambalo,Cauca,0.4887,3945,66,89,0.8627,0.1372,3270,520,0,Si,0.45,19,364
La Sierra,Cauca,0.3346,2955,69,63,0.6071,0.3928,1714,1109,0,Si,0.25,19,392
La Vega,Cauca,0.3477,5264,175,128,0.774,0.2259,3840,1121,0,Si,0.25,19,397
Lopez (Micay),Cauca,0.3452,4282,25,12,0.9375,0.0624,3980,265,0,Si,0.56,19,418
Mercaderes,Cauca,0.3076,4271,99,77,0.7655,0.2344,3135,960,0,Si,0.37,19,450
Miranda,Cauca,0.5128,9536,58,166,0.6371,0.3628,5933,3379,0,Si,0.47,19,455
Morales,Cauca,0.3546,6612,211,225,0.6094,0.3905,3764,2412,0,Si,0.52,19,473
Padilla,Cauca,0.4748,3149,35,104,0.7501,0.2498,2258,752,0,Si,0.17,19,513
Paez (Belalcazar),Cauca,0.3532,6887,240,154,0.7226,0.2773,4692,1801,0,Si,0.28,19,517
Patia (El Bordo),Cauca,0.3219,8223,108,112,0.7209,0.279,5770,2233,0,Si,0.52,19,532
Piamonte,Cauca,0.3089,1548,29,31,0.6693,0.3306,996,492,0,Si,0.71,19,533
Piendamo,Cauca,0.3533,9382,153,149,0.533,0.4669,4840,4240,0,Si,0.25,19,548
Popayan,Cauca,0.4249,95678,525,1229,0.5887,0.4112,55296,38628,1,Si,0.22,19,001
Puerto Tejada,Cauca,0.4081,13063,124,334,0.6729,0.327,8482,4123,0,Si,0.17,19,573
Purace (Coconuco),Cauca,0.275,2386,52,54,0.6394,0.3605,1458,822,0,Si,0.25,19,585
Rosas,Cauca,0.3676,3178,83,90,0.597,0.4029,1794,1211,0,Si,0.25,19,622
San Sebastian,Cauca,0.375,2684,93,70,0.7897,0.2102,1991,530,0,Si,0.28,19,693
Santa Rosa,Cauca,0.3098,1268,28,32,0.6514,0.3485,787,421,0,Si,0.46,19,701
Santander De Quilichao,Cauca,0.4026,29726,210,569,0.5777,0.4222,16723,12224,0,Si,0.38,19,698
Silvia,Cauca,0.3632,7980,191,193,0.7625,0.2374,5792,1804,0,Si,0.26,19,743
Sotara (Paispamba),Cauca,0.4304,3143,123,83,0.6843,0.3156,2010,927,0,Si,0.26,19,760
Suarez,Cauca,0.3883,6160,143,215,0.6704,0.3295,3890,1912,0,Si,0.61,19,780
Sucre,Cauca,0.3278,1790,37,31,0.8234,0.1765,1418,304,0,Si,0.28,19,785
Timbio,Cauca,0.3815,9414,119,191,0.5543,0.4456,5047,4057,0,Si,0.27,19,807
Timbiqui,Cauca,0.4431,6348,29,64,0.9408,0.0591,5885,370,0,Si,0.62,19,809
Toribio,Cauca,0.4932,8220,349,165,0.848,0.1519,6535,1171,0,Si,0.49,19,821
Totoro,Cauca,0.3334,3603,47,57,0.7473,0.2526,2615,884,0,Si,0.29,19,824
Villa Rica,Cauca,0.4422,5856,41,206,0.6976,0.3023,3913,1696,0,Si,0.21,19,845
Aguachica,Cesar,0.4134,27136,138,430,0.3078,0.6921,8179,18389,0,No,0.25,20,011
Agustin Codazzi,Cesar,0.29,13211,106,163,0.4837,0.5162,6261,6681,0,No,0.28,20,013
Astrea,Cesar,0.2744,3873,36,40,0.5277,0.4722,2004,1793,0,Si,0.13,20,032
Becerril,Cesar,0.32,4642,44,58,0.6063,0.3936,2753,1787,0,Si,0.22,20,045
Bosconia,Cesar,0.3317,8781,100,109,0.5808,0.4191,4979,3593,0,Si,0.13,20,060
Chimichagua,Cesar,0.2663,6286,30,95,0.54,0.4599,3327,2834,0,Si,0.20,20,175
Chiriguana,Cesar,0.3237,6698,85,97,0.5908,0.4091,3850,2666,0,Si,0.16,20,178
Curumani,Cesar,0.2994,7411,64,109,0.5921,0.4078,4286,2952,0,Si,0.28,20,228
El Copey,Cesar,0.2689,5934,35,77,0.6459,0.354,3761,2061,0,Si,0.24,20,238
El Paso,Cesar,0.3255,6462,29,68,0.6399,0.36,4073,2292,0,Si,0.15,20,250
Gamarra,Cesar,0.3352,3438,26,26,0.4751,0.5248,1609,1777,0,No,0.11,20,295
